question,answer
Bagaimana cara menghitung biaya perkara?,"Cara menghitung/menaksir panjar biaya perkara dengan acuan Surat Keputusan Ketua Pengadilan Agama tentang Panjar Biaya Perkara. Dalam menentukan panjar biaya perkara, Ketua Pengadilan Agama harus memperhatikan PP No. 53 Tahun 2008 tentang PNBP, Peraturan Mahkamah Agung RI No. 2 Tahun 2009 tentang Biaya Proses Penyelesaian dan Pengelolaannya pada Mahkamah Agung dan Badan Peradilan yang Berada di Bawahnya, Surat Wakil Ketua Mahkamah Agung RI masing-masing No. 33/WKMA.N.Y/IX/2008 tanggal 26 September 2008 tentang PP No. 53 Tahun 2008 dan No. 42/WKMA.N.Y/XI/2008 tanggal 4 November 2008 tentang Petunjuk Pelaksanaan PP No. 53 Tahun 2008, serta peraturan terkait lainnya."
Hal apa saja yang perlu dipertimbangkan dalam menaksir panjar biaya perkara?,1. Jumlah pihak-pihak yang berperkara. 2. Jarak tempat tinggal dan kondisi daerah para pihak. 3. Dalam perkara cerai talak harus diperhitungkan juga biaya pemanggilan para pihak untuk sidang ikrar talak. 4. Biaya pemanggilan para pihak untuk menghadiri proses mediasi lebih dahulu dibebankan kepada pihak penggugat melalui uang panjar biaya perkara.
Bagaimana jika panjar biaya sudah habis akan tetapi perkara belum selesai?,"Jika verskot biaya perkara sudah habis sedangkan Penggugat tidak mau menambah biaya verskot untuk keperluan tindakan hukum lain yang dibutuhkan, maka perkara tersebut dapat digugurkan."
Apa saja komponen biaya dalam mengajukan perkara banding?,"1. Biaya pendaftaran 2. Biaya banding yang dikirimkan ke Pengadilan Tinggi Agama yang besarnya sebagaimana diatur dalam Pasal 2 ayat (2) PERMA No. 02 Tahun 2009. 3. Ongkos pengiriman biaya banding melalui Bank/Kantor Pos. 4. Biaya fotokopi/penggandaan dan pemberkasan. 5. Ongkos pengiriman berkas perkara banding. 6. Ongkos jalan petugas pengiriman. 7. Biaya-biaya pemberitahuan, yang berupa: a. biaya pemberitahuan akta banding. b. biaya pemberitahuan memori banding. c. biaya pemberitahuan kontra memori banding. d. biaya pemberitahuan memeriksa berkas (inzage) bagi pembanding. e. biaya pemberitahuan memeriksa berkas (inzage) bagi terbanding. f. biaya pemberitahuan amar putusan bagi pembanding. g. biaya pemberitahuan amar putusan bagi terbanding."
Apa saja komponen biaya dalam mengajukan perkara kasasi?,1. Biaya perkara kasasi yang dikirim ke Mahkamah Agung R.I. yang besarnya sebagaimana ditentukan dalam Pasal 2 ayat (1) huruf a PERMA No. 02 Tahun 2009. 2. Biaya Pendaftaran Kasasi 3. Ongkos pengiriman biaya perkara kasasi. 4. Biaya pemberitahuan akta kasasi. 5. Biaya pemberitahuan memori kasasi. 6. Biaya pemberitahuan kontra memori kasasi. 7. Biaya fotokopi/penggandaan dan pemberkasan. 8. Ongkos pengiriman berkas perkara kasasi. 9. Ongkos jalan petugas pengiriman. 10. Biaya pemberitahuan amar putusan kasasi kepada Pemohon Kasasi. 11. Biaya pemberitahuan amar putusan kasasi kepada Termohon Kasasi.
Bagaimana permohonan mengajukan pengesahan atau pengakuan anak?,"Kewenangan pengadilan agama terkait pengakuan anak dirumuskan dalam nomenklatur “penetapan asal-usul anak,” sebagaimana disebutkan dalam Penjelasan Pasal 49 ayat 2 angka 20 Undang-Undang Nomor 7 Tahun 1989 tentang Peradilan Agama. Rumusan yang demikian tampak berimplikasi kepada kewenangan yang berbeda terhadap kewenangan pengadilan negeri yang mencakup pengesahan dan pengakuan anak yang lahir sebelum perkawinan. Penetapan pengadilan tentang asal-usul anak diperlukan dalam hal akta kelahiran atau bukti lain sebagai bukti asal-usul anak tidak ada, seperti disebutkan dalam Pasal 103 Kompilasi Hukum Islam.

Akan tetapi, ketiadaan akta kelahiran sangat terkait dengan Pejabat Pencatatan Sipil untuk mencatat seorang anak pada register akta kelahiran sebagai anak sah. Anak sah akan dicatat sebagai anak dari seorang ayah dan seorang ibu, sementara anak tidak sah akan dicatat sebagai anak dari seorang ibu.

Pasal 42 ayat 1 Undang-Undang Nomor 1 Tahun 1974 tentang Perkawinan mendefinisikan anak sah adalah anak yang dilahirkan dalam atau sebagai akibat perkawinan yang sah. Dalam hal ini, bagi pasangan muslim yang menginginkan anak mereka yang dilahirkan di luar perkawinan, yang mencakup anak yang dilahirkan sebelum perkawinan atau dilahirkan dalam perkawinan tidak tercatat, dicatat sebagai anak dari kedua ayah dan ibu, mereka dapat mengajukan permohonan penetapan asal-usul anak kepada pengadilan agama. Pada poin ini, apa yang dicari oleh pasangan secara substantif terkait dengan pengakuan anak, meskipun istilah penetapan asal-usul anak yang digunakan dalam kewenangan pengadilan agama.Kompilasi Hukum Islam tidak mengatur tentang pengakuan anak. Pengakuan anak diatur dalam Undang-Undang Nomor 24 Tahun 2013 tentang Perubahan Terhadap Undang-Undang Nomor 23 Tahun 2006 tentang Administrasi Kependudukan. Pasal 49 ayat 2 Undang-Undang tersebut menyatakan bahwa pengakuan anak hanya berlaku bagi anak yang orang tuanya telah melaksanakan perkawinan sah menurut hukum agama, tetapi belum sah menurut hukum negara.Ketentuan yang demikian merupakan bentuk kompromi hukum yang mencakup hukum Islam, hukum adat, dan hukum perdata Barat bahwa pengakuan anak dilarang bagi anak yang berasal dari perzinaan dalam mana ibu sang anak masih terikat hubungan perkawinan dengan orang lain sehingga ibu tersebut tidak dapat menikah dengan pasangannya. Bagaimanapun, regulasi yang demikian telah mengakibatkan pengurangan hak-hak anak yang dilahirkan sebelum perkawinan meskipun sang ibu bukan seorang perempuan yang terikat perkawinan sehingga anak yang dilahirkan tidak dapat dilakukan pengakuan oleh sang ayah.

Dalam fikih (Islamic jurisprudence), pengakuan atau istilhaq adalah cara lain untuk menetapkan hubungan nasab antara seorang anak dan ayah selain perkawinan, yang berimplikasi pada pengesahan anak. Pengesahan anak, pada gilirannya, adalah akibat dari pengakuan anak. Akan tetapi, terdapat perbedaan di kalangan ulama fikih dalam hal pengakuan anak luar kawin. Mayoritas ulama fikih berpendapat bahwa anak luar kawin tidak dapat dinasabkan kepada ayah biologisnya.

Syarat-starat untuk mengajukan pengakuan anak antara lain:
1. SuratPengantardariKelurahansetempat. 
2. Fc.KartuTandaPenduduk(KTP).
3. Fc.KartuKeluarga(KK).
4. Fc.SuratNikah/AktaNikah.
5. Fc.AktaKelahiran.
6. Surat pengakuan anak dari ayah biologis yang disetujui oleh ibu kandung
7. Deoxyribonucleic Acid DNA (dari rumah sakit pemerintah).
8. Membayar biaya atau tarif yang berlaku sesuai undang-undang
9. Contoh surat permohonan pengakuan anak dapat diunduh pada laman: https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiYvrnkmNP-AhXccGwGHf44CsQQFnoECAoQAQ&url=https%3A%2F%2Fwww.pa-surakarta.go.id%2Fimages%2Fdoc%2Fpengakuan%2520anak.docx&usg=AOvVaw2oBABefvRsVNssONFuXQ7P
"
apa saja layanan sidang keliling pengadilan agama?,"Apa itu Sidang Keliling?
Sidang keliling adalah sidang pengadilan yang dilaksanakan di luar gedung pengadilan yang di peruntukan bagi masyarakat yang mengalami hambatan untuk datang ke kantor pengadilan karena alasan jarak, transportasi dan biaya.

Apa Manfaat Sidang Keliling?
1. Lokasi sidang lebih dekat dengan tempat tinggal yang mengajukan perkara
2. Biaya transportasi lebih ringan.
3. Menghemat waktu

Siapa saja Yang Bisa Mengajukan Perkara dalam Sidang Keliling?
Semua orang dapat mengajukan perkaranya untuk diselesaikan melalui pelayanan sidang keliling oleh pengadilan setempat.

Apakah semua Pengadilan melaksanakan Sidang Keliling?
Tidak semua pengadilan melaksanakan sidang keliling, terutama pengadilan yang berada di ibukota propinsi.

Perkara apa saja yang dapat diajukan dalam Sidang Keliling ?
Semua perkara pada dasarnya dapat diajukan melalui sidang keliling, akan tetapi karena keterbatasan pada pelayanan sidang keliling, maka perkara yang dapat diajukan melalui sidang keliling, di antaranya adalah:
1. Itsbat nikah: pengesahan/pencacatan nikah bagi pernikahan yang tidak terdaftar di KUA
2. Cerai gugat: gugatan cerai yang ajukan oleh istri
3. Cerai talak: permohonan cerai yang diajukan oleh suami
4. Penggabungan perkara Itsbat dan cerai gugat/cerai talak apabila pernikahan tidak tercatat dan akan mengajukan perceraian .
5. Hak asuh anak: Gugatan atau permohonan hak asuh anak yang belum dewasa.
6. Penetapan ahli waris: Permohonan untuk menetapkan ahli waris yang sah.
7. Di mana Sidang Keliling Dilaksanakan?

Pengadilan biasanya melaksanakan sidang keliling di balai sidang pengadilan, kantor kecamatan, kantor KUA, atau tempat fasilitas umum yang mudah dijangkau oleh masyarakat yang tinggal jauh dari kantor pengadilan.

LANGKAH-LANGKAH MENGAJUKAN PERKARA PADA SIDANG KELILING

Langkah 1. Mencari Informasi Sidang Keliling

1. Informasi tentang sidang keliling dapat diperoleh melalui kantor pengadilan setempat, telepon, website pengadilan, kantor kecamatan atau kantor desa.
2. Pastikan anda mendapatkan informasi yang benar tentang: Waktu sidang keliling Tempat sidang keliling Biaya Perkara Tatacara mengajukan perkara melalui sidang keliling

Langkah 2. Melengkapi Persyaratan Administrasi:

Persyaratan administrasi yang perlu dilengkapi untuk mengajukan perkara pada sidang keliling adalah:
1. Membuat surat gugatan atau permohonan
2. Melengkapi dokumen-dokumen  yang  diperluakan   sesuai  dengan perkara yang diajukan. (Lihat Panduan pengajuan gugatan/permohonan ).
3. Membayar panjar  biaya  perkara  yang  telah  di  tetapkan  oleh Pengadilan.  Bagi  yang  tidak  mampu  membayar maka dapat mengajukan rodeo atau beperkara secara gratis (lihat panduan cara mengajukan prodeo).
4. Pada saat pelaksanaan Persidangan Pemohon/penggugat harus membawa minimal 2 orang saksi yang mengetahui permasalahan penggugat/pemohon.
5. Menyerahkan semua persyaratan yang sudah lengkap tersebut di atas ke kantor pengadilan baik secara pribadi atau perwakilan yang ditunjuk.
6. Setelah persyaratan diserahkan, minta tanda bukti pembayaran (SKUM), dan satu salinan surat gugatan/permohonan yang telah diberi nomor perkara.

Langkah 3 : Mengikuti Proses Persidangan

1. Datang tepat waktu di tempat sidang keliling yang telah ditentukan bersama 2 orang saksi dengan membawa SKUM dan salinan surat gugatan/permohonan.
2. Mengikuti seluruh proses persidangan dengan tertib dan berpakaian sopan.
3. Jika tidak bisa hadir dalam sidang keliling, maka pemeriksaan persidangan ditunda.

Langkah 4 : Setelah Perkara Diputus

Setelah perkara diputus salinan putusan bisa diambil di Pengadilan atau di tempat sidang keliling."
Bagaimana prosedur gugatan pengingkaran sah tidaknya (keabsahan) seorang anak?,"Prosedur mengenai gugatan pengingkaran terhadap keabsahan anak yang dilakukan suami harus dibuktikan secara detail melalui tahapan adanya bukti-bukti yang sah, yang dalam hukum Islam adanya saksi yang terdiri atas dua orang laki-laki atau satu orang laki-laki dan dua orang wanita. Jika pembuktian tersebut tidak ada, maka seorang suami diperbolehkan menguatkan pendiriannya dengan sumpah sebagaimana dalam perkara penuduhan zina, sedangkan dalam Pasal 102 ayat (1) dan (2) KHI disebutkan bahwa : 
1) Suami yang akan mengingkari seorang anak yang lahir dari istrinya, mengajukan gugatan kepada Pengadilan Agama dalam jangka waktu 180 hari sesudah hari lahirnya atau 360 hari sesudah putusnya perkawinan atau setelah suami itu mengetahui bahwa isterinya melahirkan anak dan berada di tempat yang memungkinkan dia mengajukan perkaranya kepada Pengadilan Agama. 
2) Pengingkaran yang diajukan sesudah lampau waktu tersebut tidak dapat diterima

Sebagaimana disebutkan pula dalam Pasal 44 Undang-undang Perkawinan Nomor 1 tahun 1974 bahwa : a. Seorang suami dapat menyangkal sahnya seorang anak yang dilahirkan oleh isterinya, bilamana ia dapat membuktikan bahwa isterinya telah berzina dan anak itu akibat dari pada perzinaan tersebut. b. Pengadilan memberikan keputusan tentang sah atau tidaknya anak atas permintaan pihak yang berkepentingan.

Hukum perdata (BW) juga memberikan hak kepada seorang suami untuk mengingkari sahnya seorang anak yang dilahirkan oleh isterinya. Seperti yang tercantum di dalam KUH Perdata : Pasal 250 : “Anak yang dilahirkan atau dibesarkan selama perkawinan memperoleh suami sebagai bapaknya.” Pasal 251 : “Sahnya anak yang dilahirkan sebelum hari yang keseratus delapan puluh dari perkawinan dapat diingkari oleh si suami”. Pasal 252 : “Suami boleh mengingkari keabsahan anak, hanya bila dia dapat membuktikan bahwa sejak hari ketiga ratus dan keseratus delapan puluh hari sebelum lahirnya anak itu, dia telah berada dalam keadaan tidak mungkin untuk mengadakan hubungan jasmaniyah dengan isterinya baik karena keadaan terpisah maupun karena sesuatu yang kebetulan saja. Dengan menunjuk kepada kelemahan alamiah jasmaninya, suami tidak dapat mengingkari anak itu sebagai anaknya. Pasal 253 : “Suami tidak dapat mengingkari keabsahan anak atas dasar perzinaan, kecuali bila kelahiran anak itu telah dirahasiakan terhadapnya, dalam hal itu, dia harus diperkenankan untuk menjadikan hal itu sebagai bukti yang sempurna bahwa dia bukan ayah anak itu.” Pasal 254 : “Dia dapat mengingkari keabsahan seorang anak, yang dilahirkan tigaratus hari setelah putusan pisah meja dan ranjang memperoleh hukum yang pasti, pasti mengurangi hak istrinya untuk mengemukakan peristiwa-peristiwa yang cocok kiranya untuk menjadi bukti bahwa suaminya adalah bapak anak itu.” Pasal 255 : “ Anak yang dilahirkan tigaratus hari setelah bubarnya perkawinan adalah tidak sah.”"
Apa itu pembebasan kekuasaan orang tua?,"Pembebasan kekuasaan orang tua
1. Perbedaan pembebasan dan pencabutan orang tua pertama adalah dari tindakan yang dilakukan. Pembebasan kekuasaan orang tua dilakukan berdasarkan orang tua yang tidak cakap atau tidak bisa memenuhi kebutuhan atau kepentingan dasar anaknya.
2. Pembebasan hanya bisa diajukan oleh kejaksaan dan dewan perwalian
3. Orang tua tidak selamanya kehilangan penikmatan hasil
4. Pembebasan yang bisa dibebaskan hanya orang tua yang memiliki kekuasaan
5. Selama dilakukan pemeriksaan dan prosesnya hakim tidak bisa menunda pelaksanaan kekuasaan orang tua."
Apa itu pencabutan kekuasaan orang tua?,"Pencabutan kekuasaan orang tua
1. Alasan yang lebih spesifik juga bisa menjadi perbedaan pembebasan dan pencabutan orang tua. Pencabutan orang tua akan dilakukan berdasarkan adanya alasan yang lebih spesifik. Hal ini sudah dijelaskan dalam 319a paragraf dua UU Perkawinan dan Pasal 49 ayat 1. Dalam kedua pasal tersebut dijelaskan mengenai alasan spesifiknya bahwa yang bisa membuat pencabutan orang tua ketika sangat melalaikan kewajibannya pada anak dan atau kelakuan yang buruk sekali.
2. Perbedaan pembebasan dan pencabutan orang tua selanjutnya adalah dalam pencabutan kekuasaan orang tua menyebabkan hilangnya hak menikmati hasil.
3. Pencabutan kekuasaan juga bisa dilakukan oleh orang tua lain dan atau keluarga sedarah hingga derajat ke empat.
4. Pencabutan bisa dilakukan pada orang tua masing-masing walaupun tidak nyata melakukan kekuasaan orang tua namun belum kehilangan kekuasaan orang tua.
5. Dalam pencabutan hakim bisa menunda pelaksanaan kekuasaan orang tua."
Apa saja komponen biaya dalam mengajukan perkara Peninjauan Kembali?,** Dokumen asli dibawa saat persidangan 1. Biaya perkara peninjauan kembali yang dikirimkan ke Mahkamah Agung yang besarnya sebagaimana ditentukan dalam Pasal 2 ayat (1) huruf b PERMA No. 02 Tahun 2009. 2. Biaya pendaftaran. 3. Ongkos pengiriman biaya perkara peninjauan kembali melalui Bank/Kantor Pos. 4. Biaya pemberitahuan pernyataan dan alasan peninjauan kembali. 5. Biaya pemberitahuan jawaban atas permohonan dan alasan peninjauan kembali. 6. Biaya fotokopi/penggandaan dan pemberkasan. 7. Ongkos pengiriman berkas perkara peninjauan kembali. 8. Ongkos jalan petugas pengiriman. 9. Biaya pemberitahuan amar putusan peninjauan kembali kepada Pemohon Peninjauan Kembali. 10. Biaya pemberitahuan amar putusan peninjauan kembali kepada Termohon Peninjauan Kembali.
"Saya mengasumsikan bahwa biaya pemakaman dan sebagainya dibayar di luar dari harta waris, sebelum harta warisan tersebut dibagai. Benarkah ini?","Ya. Ketika kata ""harta waris"" disebutkan disini, ia berarti harta bersih setelah pengeluaran semua biaya pemakaman dan pembayaran semua hutang."
Siapa yang bisa mewarisi?,"Kategori keturunan yang berhak mewarisi telah dijelaskan di dalam Al-Qur'an, Hadits dan Mahzab. Semua kategori keturunan tersebut, dapat Anda lihat pada halaman utama Program Waris Islami. Jika ada keturunan yang tidak termasuk dalam kategori tersebut, maka mereka tidak berhak mewarisi, sebagai contoh tante. Setiap dan semua keturunan yang berhak mewarisi adalah Muslim dan jika si mayit mati terbunuh, tidak boleh menjadi tertuduh pembunuh si mayit."
Bagaimana dengan anak angkat?,"Mereka tidak berhak mewarisi, tapi mereka bisa diberikan Hadiah. Jumlah dari keseluruhan Hadiah tidak boleh lebih dari 1/3 (sepertiga) dari total keseluruhan harta waris."
Bagaimana dengan anak-anak yang orang tuanya telah meninggal?,Mereka memiliki hak yang sama sebagaimana jika orang tuanya hidup. Silahkan masukkan jumlah mereka dalam program jika kategori kekerabatan mereka ada tidak peduli apakah orang tua mereka hidup atau mati.
"Bisakah saudara yang non-muslim mewarisi dari saudara yang muslim, misalnya seorang istri yang non muslim?",Tidak. Tapi mereka bisa diberikan hadiah. Jumlah dari keseluruhan Hadiah tidak boleh lebih dari 1/3 (sepertiga) dari total keseluruhan harta waris.
Bagaimana dengan kerabat yang tidak ditampilkan?,"Mereka tidak mewarisi, sebagai contoh tante (saudara dari ayah), tapi sekali lagi, mereka bisa diberikan hadiah. Jumlah dari keseluruhan Hadiah tidak boleh lebih dari 1/3 (sepertiga) dari total keseluruhan harta waris."
Apakah Hadiah Waris?,Ini adalah hadiah yang diberikan kepada orang yang berada di luar jalur ahli waris. Jumlah dari keseluruhan Hadiah tidak boleh lebih dari 1/3 (sepertiga) dari total keseluruhan harta waris.
Berapa banyak saya bisa memberikan Hadiah Waris?,Jumlah dari keseluruhan Hadiah Waris tidak boleh lebih dari 1/3 (sepertiga) dari total keseluruhan harta waris.
Kenapa saya tidak bisa memberikan Hadiah Waris lebih dari sepertiga?,"Jumlah tersebut adalah jumlah maksimum yang diijinkan oleh Nabi SAW, ketika Saad bin Abi Waqqas bertanya kepada Beliau SAW tentang memberikan 2/3 (dua pertiga) uangnya untuk sedekah. Saad memiliki seorang putri. Nabi SAW menolak jumlah tersebut. Kemudian Saad meminta menyedekahkan 1/2 (setengah). Nabi SAW juga menolaknya. Akhirnya, Saad meminta menyedekahkan 1/3. Nabi SAW sebenarnya enggan. Kemudian Beliau SAW bersabda, ""Kalau begitu sepertiga dan sepertiga masih terlalu banyak"""
Bisakah saya memberikan Hadiah Waris kepada seoarang ahli waris?,Tidak. Hadiah hanyalah untuk yang bukan ahli waris
Apa penyebab pembebasan atau pencabutan kekuasaan orang tua?,"Pembebasan Kekuasaan Orang Tua diatur secara eksplisit dalam KUH Perdata, sebagaimana yang diatur dalam Pasal 319a KUH Perdata. Pada paragraf kedua pasal yang sama disebutkan mengenai Pemecatan Kekuasaan Orang Tua:
“Bila Hakim menganggap perlu untuk kepentingan anak-anak, masing-masing dari orang tua, sejauh belum kehilangan kekuasaan orang tua, boleh dipecat dari kekuasaan orang tua, baik terhadap semua anak maupun terhadap seorang anak atau lebih, atas permohonan orang tua yang lainnya atau salah seorang keluarga sedarah atau semenda dan anak-anak itu, sampai dengan derajat keturunan keempat, atau dewan perwalian, atau Kejaksaan atas dasar:
1.    menyalahgunakan kekuasaan orang tua atau terlalu mengabaikan kewajiban memelihara dan mendidik seorang anak atau lebih;
2.    berkelakuan buruk;
3.    dijatuhi hukuman yang tidak dapat ditarik kembali karena sengaja ikut serta dalam suatu kejahatan dengan seorang anak yang masih di bawah umur yang ada dalam kekuasaannya;
4.    dijatuhi hukuman yang tidak dapat ditarik kembali karena melakukan kejahatan yang tercantum dalam Bab 13, 14, 15, 18, 19, dan 20, Buku Kedua Kitab Undang-undang Hukum Pidana, terhadap seorang di bawah umur yang ada dalam kekuasaannya;
5.    dijatuhi hukuman badan yang tidak dapat ditarik kembali untuk dua tahun atau lebih;
6.    Dalam pasal ini pengertian kejahatan meliputi juga keikutsertaan membantu dan percobaan melakukan kejahatan.”
 
UU Perkawinan juga menjelaskan mengenai Pencabutan Kekuasaan Orang Tua, yang diatur dalam Pasal 49 ayat (1) UU Perkawinan yang berbunyi :
“Salah seorang atau kedua orang tua dapat dicabut kekuasaannya terhadap seorang anak atau lebih untuk waktu yang tertentu atas permintaan orang tua yang lain, keluarga anak dalam garis lurus ke atas dan saudara kandung yang telah dewasa atau pejabat yang berwenang, dengan keputusan Pengadilan dalam hal-hal:
a.    la sangat melalaikan kewajibannya terhadap anaknya;
b.    la berkelakuan buruk sekali.”"
Bagaimana tata cara penunjukkan wali?,Tata cara penunjukkan wali di atur dalam peraturan pemerintah Republik Indonesia Nomor 19 Tahun 2019 tentang syarat dna tata cara penunjukkan wali. Informasi lebih lengkap dapat diunduh pada laman berikut: http://www.pta-jambi.go.id/attachments/article/5634/PP_NO_29_2019.pdf
,
,
,
,
,
,
,
,
,
Bagaimana bagian warisan dihitung?,"Aturan membagi harta waris disebutkan di dalam Quran, sunnah dan berbagai Mahzab. Program Waris Islami mengimplementasikan aturan-aturan ini karena mereka didokumentasikan dengan baik pada buku Sayyid Sabiq yang berjudul Fiqh Sunnah ""Yurisprudensi Sunnah""."
Apakah sebuah surat wasiat penting adanya?,"Sebuah surat wasiat mengungkapkan harapan-harapan Anda, dengan suatu jalan pengikatan hukum, tentang bagaimana harta waris Anda dibagi. Tanpa sebuah surat wasiat, Anda membiarkan keputusan pembagian harta waris kepada pengadilan probasi Negara Anda! Sebelum turunnya ayat-ayat tentang pewarisan, Nabi SAW, bersabda bahwa adalah hal yang tidak baik bagi seorang muslim untuk membiarkan tiga malam berlalu tanpa mempersiapkan sebuah surat wasiat. Jelas ini menggaris bawahi pentingnya sebuah surat wasiat. Jika Anda tinggal di sebuah negara yang tidak mengenal hukum waris dalam Islam, maka saya sampaikan bahwa hadits Nabi SAW tersebut mengena pada Anda."
Bagaimana cara perorangan/prinsipal mengajukan secara online?,"Calon pengguna mengunjungi pengadilan setempat/tertuju untuk melakukan pendaftaran pengguna/akun e-court atau calon pengguna dapat mengisi formulir kemudian setelah mengisi formulir yang sudah ditandatangani dipindai (dengan format pdf) lalu dikirim melalui email pengadilanagamakisaran@gmail.com kemudian Anda akan menerima balasan user dan password untuk memulai pendaftaran secara online dan apabila ada yang tidak mengerti silakan tanyakan ke alamat email tersebut. Sebelum memulai pendaftaran, Anda diwajibkan membuat surat gugatan atau permohonan di alamat ini http://gugatanmandiri.badilag.net/gugatan_mandiri/ Hasil surat gugatan dan permohonan yang sudah ditandatangani dipindah dengan format pdf. Silakan memulai pendaftaran online dengan menggunakan user dan password yang sudah dibuat oleh Pengadilan Agama Kisaran di alamat https://ecourt.mahkamahagung.go.id/login"
"Saya kesulitan hadir di persidangan, apakah dapat diwakilkan?","Para pihak yang berperkara dapat diwakili oleh kuasa, baik kuasa hukum (advokat) maupun kuasa insidentil (keluarga) setelah sebelumnya memberikan surat kuasa tertulis dan didaftarkan di kepaniteraan PA Kisaran."
Apakah di PA Kisaran ada fasilitas untuk membantu membuat surat gugatan/permohonan?,PA Kisaran menyediakan fasilitas Pos Bantuan Hukum (Posbakum) secara Cuma-Cuma yang berada di ruang PTSP.
Apakah syarat-syarat pengajuan perkara Penetapan Ahli Waris?,Surat permohonan rangkap 7 (tujuh) Fotokopi KTP Pemohon / Para Pemohon Fotokopi Kartu Keluarga Pewaris Fotokopi Kartu Keluarga Orang Tua Pewaris Fotokopi Kutipan / Duplikat Akta Nikah Pewaris Fotokopi Surat Kematian Orang Tua Pewaris Surat Keterangan Ahli Waris dari Desa yang diketahui Camat (Asli) Membayar Panjar Biaya Perkara
Apakah ahli waris dapat membatalkan hibah?,"Apakah ahli waris dapat membatalkan hibah?
Ahli waris dapat mengajukan suatu pembatalan hibah melalui permohonan pembatalan di Pengadilan Agama dan dengan adanya putusan pembatalan hibah yang telah memiliki kekuatan hukum tetap, maka berakibat hukum dengan segala macam barang yang telah dihibahkan dikembalikan kepada si penghibah atau ahli warisnya."
Pembatalan hibah diajukan kemana?,"Proses pembatalan hibah pada dasarnya hanya dapat dilakukan dengan cara pengajuan gugatan materi pokok pembatalan hibah kepada Pengadilan Negeri. Pengajuan gugatan tersebut dimintakan oleh penghibah yang diajukan ke Pengadilan Negeri, supaya hibah tersebut dibatalkan dan dikembalikan kepadanya."
Apakah hibah dapat di gugat?,Sertifikat tanah hibah bisa dilakukan pembatalan atau gugatan apabila terdapat alasan administratif dan alasan lainnya.
Apakah sah hibah tanpa persetujuan ahli waris?,"Hibah orang tua kepada salah satu anaknya sebenarnya boleh tanpa harus izin atau persetujuan anak yang lainnya. Kecuali pemberi hibah dalam keadaan sakit yang dekat dengan kematian maka hibahnya harus mendapat persetujuan dari ahli warisnya, dalam hal ini persetujuan anak- anak yang lainnya."
Bagaimana suatu hibah dapat dianggap sah?,"Hibah sah mengikat penghibah dan memberikan akibat sejak penghibahan tersebut diterima oleh penerima hibah. Berarti hibah harus dilakukan ketika pemberi hibah dan penerima hibah masih hidup. Jadi, sepanjang hibah sudah dilakukan, lalu penerima hibah meninggal dunia, hibah itu tetap sah."
Bagaimana hukum harta yang telah dihibahkan diminta kembali oleh si pemberi?,Mengambil kembali harta hibah dalam hukum Islam haram hukumnya kecuali hibah yang diberikan orang tua kepada anaknya karena mengambil kembali harta hibah sama saja seperti menjilat muntahannya kembali.
Bolehkah kita meminta kembali hibah yang sudah diberikan kepada orang lain?,"Dalam perkara pengembalian hibah, Imam Syafi'i berpendapat bahwa kapan sesuatu yang dihibahkan kepada orang lain, tidak sah untuk diminta kembali kecuali oleh seorang ayah."
Dalam hal apa saja hibah dapat ditarik kembali?,"Demikian seperti yang sudah disebutkan di dalam Pasal 1688 KUH Perdata tentang penarikan kembali dan penghapusan hibah, berupa 3 (tiga) hal yaitu : (1) Karena tidak dipenuhi syarat-syarat dengan mana penghibahan telah dilakukan, (2) Jika si penerima hibah telah bersalah melakukan atau membantu melakukan kejahatan yang bertujuan mengambil jiwa si penghibah atau suatu kejahatan lain terhadap si penghibah dan (3) Jika ia menolak memberikan tunjangan nafkah kepada si penghibah, setelah orang ini jatuh dalam kemiskinan."
Bolehkah kita menolak hibah?,Pemberi hibah dapat mengajukan pembatalan hibahnya apabila dapat dibuktikan di Pengadilan bahwa syarat-syarat dalam penghibahan tidak dipenuhi oleh penerima hibah.
Bagaimana jika pemberi hibah meninggal?,hibah meninggal maka ia akan berganti menjadi seorang pewaris. hal ini maka harta benda yang telah dihibahkan tersebut menjadi hitungan dalam suatu masalah kewarisan sehingga seorang penerima hibah pasti akan terlibat dalam masalah pembagian waris.
Apakah hibah ada batasannya?,"Hibah memiliki batasan nominal jumlah jika diberikan pada orang lain (selain ahli waris) yaitu maksimal sepertiga dari total harta kekayaan pemberi hibah, namun hibah tidak memiliki batasan nominal jumlah jika diberikan kepada ahli waris."
Mengapa hibah yang kita berikan tidak boleh ditarik kembali?,"Karena pada saat pemberian barang yang telah diberikan secara otomatis telah beralih kepemilikannya kepada orang lain. Karena itulah hibah yang sudah diberikan tidak boleh ditarik kembali, ini disebabkan si pemberi hibah sudah tidak mempunyai hak kepemilikan lagi."
Apakah hibah orang tua ke anak dapat diperhitungkan sebagai warisan?,"(3) Hibah dari orang tua kepada anaknya dapat diperhitungkan sebagai warisan. (4) Hibah tidak dapat ditarik kembali, kecuali hibah orang tua kepada anaknya. (5) Hibah yang diberikan pada saat pemberi hibah dalam keadaan sakit yang dekat dengan kematian, maka harus mendapat persetujuan dari ahli warisnya."
